Example Number,Gorgias Code,NL Translation
886,":- dynamic , night_time/0, discount_on_flight/0
rule(r1, prepare_report, []).
rule(r2, go_gym, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- night_time.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- discount_on_flight.
rule(c3, prefer(c2, c1), []).
complement(go_gym, prepare_report).
complement(prepare_report, go_gym).","I can either prepare the report or go to the gym. Usually, I choose to prepare the report. However, if it’s nighttime, I go to the gym instead. If there’s a discount on the flight, I tend to prepare the report. I can’t go to the gym and prepare the report at the same time."
844,":- dynamic good_weather/0, weekend/0, snowstorm/0, good_investment/0, hail_storm/0.
rule(r1, travel_abroad, []) :- good_weather.
rule(r2, rent_car, []) :- weekend.
rule(p1, prefer(r1, r2), []) :- good_weather, weekend.
rule(p2, prefer(r2, r1), []) :- good_weather, weekend, snowstorm.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- good_investment.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- hail_storm.
rule(c5, prefer(c4, c3), []).
complement(rent_car, travel_abroad).
complement(travel_abroad, rent_car).","If the weather is nice, I travel abroad. If it’s the weekend, I rent a car. But if it’s both nice weather and the weekend, I usually travel abroad. However, if there’s a snowstorm, I prefer to rent a car instead. If I have a good investment opportunity, I tend to travel abroad. But if there’s a hail storm, I usually choose to rent a car. I can’t rent a car and travel abroad at the same time."
233,":- dynamic .
rule(r1, go_to_park, []).
rule(r2, take_bus, []).
rule(p1, prefer(r1, r2), []).
complement(take_bus, go_to_park).
complement(go_to_park, take_bus).","I can either go to the park or take the bus. Generally, I choose to go to the park. I can’t go to the park and take the bus at the same time."
196,":- dynamic good_investment/0
rule(r1, explore_city, []).
rule(r2, submit_timesheet, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- good_investment.
rule(c1, prefer(p2, p1), []).
complement(submit_timesheet, explore_city).
complement(explore_city, submit_timesheet).","I can either explore the city or submit my timesheet. Usually, I prefer to explore the city. However, if I have a good investment opportunity, I choose to submit my timesheet instead. I can’t explore the city and submit my timesheet at the same time."
266,":- dynamic tax_refund/0, feeling_sick/0, got_bonus/0, wedding_anniversary/0, low_budget/0.
rule(r1, host_dinner_party, []) :- tax_refund.
rule(r2, buy_groceries, []) :- feeling_sick.
rule(p1, prefer(r1, r2), []) :- tax_refund, feeling_sick.
rule(p2, prefer(r2, r1), []) :- tax_refund, feeling_sick, got_bonus.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- wedding_anniversary.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- low_budget.
rule(c5, prefer(c4, c3), []).
complement(buy_groceries, host_dinner_party).
complement(host_dinner_party, buy_groceries).","If I receive a tax refund, I host a dinner party. If I'm feeling sick, I buy groceries. But if I have both a tax refund and I'm feeling sick, I usually host a dinner party. However, if I also got a bonus, I prefer to buy groceries instead. If it's my wedding anniversary, I usually choose to host a dinner party. But if I'm on a low budget, I prefer to buy groceries. I can't host a dinner party and buy groceries at the same time."
886,":- dynamic urgent_deadline/0, relationship_break/0, boss_in_office/0.
rule(r1, visit_doctor, []) :- urgent_deadline.
rule(r2, reply_emails, []) :- relationship_break.
rule(p1, prefer(r1, r2), []) :- urgent_deadline, relationship_break.
rule(p2, prefer(r2, r1), []) :- urgent_deadline, relationship_break, boss_in_office.
rule(c1, prefer(p2, p1), []).
complement(reply_emails, visit_doctor).
complement(visit_doctor, reply_emails).","If I have an urgent deadline, I visit the doctor. If I’m dealing with a relationship break, I reply to emails. But if I have both an urgent deadline and a relationship break, I usually choose to visit the doctor. However, if my boss is in the office as well, I tend to reply to emails instead. I can’t reply to emails and visit the doctor at the same time."
649,":- dynamic invitation_from_friend/0.
rule(r1, book_flight, []) :- invitation_from_friend.
rule(r2, call_client, []) :- invitation_from_friend.
rule(p1, prefer(r1, r2), []).
complement(call_client, book_flight).
complement(book_flight, call_client).","If a friend invites me, I can either book a flight or call a client. Generally, I choose to book a flight. I can’t book a flight and call a client at the same time."
463,":- dynamic family_emergency/0, medical_appointment/0, feeling_sick/0, new_restaurant_to_try/0.
rule(r1, cycling_session, []) :- family_emergency.
rule(r2, call_client, []) :- medical_appointment.
rule(p1, prefer(r1, r2), []) :- family_emergency, medical_appointment.
rule(p2, prefer(r2, r1), []) :- family_emergency, medical_appointment, feeling_sick.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- new_restaurant_to_try.
rule(c3, prefer(c2, c1), []).
complement(call_client, cycling_session).
complement(cycling_session, call_client).","If there is a family emergency, I go cycling. If I have a medical appointment, I call a client. But if it’s both a family emergency and I have a medical appointment, I usually choose to go cycling. However, if I’m also feeling sick, I prefer to call the client instead. If I have a new restaurant to try, I usually choose to go cycling. I can’t go cycling and call a client at the same time."
157,":- dynamic early_morning/0, important_meeting/0, boss_in_office/0.
rule(r1, pay_bills, []) :- early_morning.
rule(r2, book_ride_share, []) :- important_meeting.
rule(p1, prefer(r1, r2), []) :- early_morning, important_meeting.
rule(p2, prefer(r2, r1), []) :- early_morning, important_meeting, boss_in_office.
rule(c1, prefer(p2, p1), []).
complement(book_ride_share, pay_bills).
complement(pay_bills, book_ride_share).","If it's early morning, I pay my bills. If I have an important meeting, I book a ride share. But if it's both early morning and I have an important meeting, I usually pay my bills. However, if my boss is in the office as well, I choose to book a ride share instead. I can’t pay my bills and book a ride share at the same time."
691,":- dynamic family_gathering/0, client_feedback/0, windy_day/0
rule(r1, update_project_plan, []) :- family_gathering.
rule(r2, do_laundry, []) :- family_gathering.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- client_feedback.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- windy_day.
rule(c3, prefer(c2, c1), []).
complement(do_laundry, update_project_plan).
complement(update_project_plan, do_laundry).","If there is a family gathering, I can either update the project plan or do laundry. Usually, I choose to update the project plan. However, if I receive client feedback, I do laundry instead. If it's a windy day, I go back to updating the project plan. I can’t do laundry and update the project plan at the same time."
483,":- dynamic good_investment/0, financial_aid/0, afternoon/0.
rule(r1, go_to_theater, []) :- good_investment.
rule(r2, travel_abroad, []) :- financial_aid.
rule(p1, prefer(r1, r2), []) :- good_investment, financial_aid.
rule(p2, prefer(r2, r1), []) :- good_investment, financial_aid, afternoon.
rule(c1, prefer(p2, p1), []).
complement(travel_abroad, go_to_theater).
complement(go_to_theater, travel_abroad).","If I have a good investment, I go to the theater. If I have financial aid, I travel abroad. But if I have both a good investment and financial aid, I usually go to the theater. However, if it’s also afternoon, I choose to travel abroad instead. I can’t go to the theater and travel abroad at the same time."
746,":- dynamic snowstorm/0, boss_in_office/0, lunch_time/0
rule(r1, finish_report, []) :- snowstorm.
rule(r2, travel_abroad, []) :- snowstorm.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- boss_in_office.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- lunch_time.
rule(c3, prefer(c2, c1), []).
complement(travel_abroad, finish_report).
complement(finish_report, travel_abroad).","If there is a snowstorm, I can either finish my report or travel abroad. Usually, I choose to finish my report. However, if my boss is in the office, I travel abroad instead. If it's lunchtime, I go back to finishing my report. I can’t finish my report and travel abroad at the same time."
901,":- dynamic networking_event/0
rule(r1, clean_house, []).
rule(r2, pay_bills, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- networking_event.
rule(c1, prefer(p2, p1), []).
complement(pay_bills, clean_house).
complement(clean_house, pay_bills).","I can either clean the house or pay the bills. Usually, I choose to clean the house. However, if there's a networking event, I go ahead and pay the bills instead. I can’t clean the house and pay the bills at the same time."
304,":- dynamic afternoon/0
rule(r1, cook_dinner, []).
rule(r2, water_plants, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- afternoon.
rule(c1, prefer(p2, p1), []).
complement(water_plants, cook_dinner).
complement(cook_dinner, water_plants).","I can either cook dinner or water the plants. Usually, I prefer to cook dinner. However, if it's the afternoon, I choose to water the plants instead. I can’t cook dinner and water the plants at the same time."
950,":- dynamic windy_day/0
rule(r1, ride_bike, []).
rule(r2, update_project_plan, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- windy_day.
rule(c1, prefer(p2, p1), []).
complement(update_project_plan, ride_bike).
complement(ride_bike, update_project_plan).","I can either ride my bike or update the project plan. Usually, I prefer to ride my bike. However, if it’s a windy day, I choose to update the project plan instead. I can’t ride my bike and update the project plan at the same time."
292,":- dynamic invitation_from_friend/0, relationship_break/0
rule(r1, read_book, []) :- invitation_from_friend.
rule(r2, ride_bike, []) :- invitation_from_friend.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- relationship_break.
rule(c1, prefer(p2, p1), []).
complement(ride_bike, read_book).
complement(read_book, ride_bike).","If a friend invites me, I can either read a book or ride my bike. Usually, I choose to read a book. However, if I’ve had a relationship break, I ride my bike instead. I can’t read a book and ride my bike at the same time."
767,":- dynamic invitation_from_friend/0
rule(r1, plan_meals, []).
rule(r2, explore_city, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- invitation_from_friend.
rule(c1, prefer(p2, p1), []).
complement(explore_city, plan_meals).
complement(plan_meals, explore_city).","I can either plan meals or explore the city. Usually, I choose to plan meals. However, if I get an invitation from a friend, I go to explore the city instead. I can’t plan meals and explore the city at the same time."
534,":- dynamic .
rule(r1, submit_timesheet, []).
rule(r2, morning_run, []).
rule(p1, prefer(r1, r2), []).
complement(morning_run, submit_timesheet).
complement(submit_timesheet, morning_run).","I can either submit my timesheet or go for a morning run. Usually, I choose to submit my timesheet. I can’t submit my timesheet and go for a morning run at the same time."
839,":- dynamic team_project_due/0.
rule(r1, schedule_meeting, []) :- team_project_due.
rule(r2, water_plants, []) :- team_project_due.
rule(p1, prefer(r1, r2), []).
complement(water_plants, schedule_meeting).
complement(schedule_meeting, water_plants).","If there is a team project due, I can either schedule a meeting or water the plants. Generally, I choose to schedule a meeting. I can’t water the plants and schedule a meeting at the same time."
996,":- dynamic extended_work_hours/0, vacation_planned/0, subscription_due/0, unexpected_guest/0.
rule(r1, prepare_report, []) :- extended_work_hours.
rule(r2, schedule_meeting, []) :- vacation_planned.
rule(p1, prefer(r1, r2), []) :- extended_work_hours, vacation_planned.
rule(p2, prefer(r2, r1), []) :- extended_work_hours, vacation_planned, subscription_due.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- unexpected_guest.
rule(c3, prefer(c2, c1), []).
complement(schedule_meeting, prepare_report).
complement(prepare_report, schedule_meeting).","If I have extended work hours, I prepare a report. If I have a vacation planned, I schedule a meeting. But if I have both extended work hours and a vacation planned, I usually prepare the report. However, if I also have a subscription due, I prefer to schedule the meeting instead. If I have an unexpected guest, I tend to schedule the meeting. I can’t prepare a report and schedule a meeting at the same time."
195,":- dynamic project_extension/0, windy_day/0, client_feedback/0.
rule(r1, clean_house, []) :- project_extension.
rule(r2, water_plants, []) :- windy_day.
rule(p1, prefer(r1, r2), []) :- project_extension, windy_day.
rule(p2, prefer(r2, r1), []) :- project_extension, windy_day, client_feedback.
rule(c1, prefer(p2, p1), []).
complement(water_plants, clean_house).
complement(clean_house, water_plants).","If I have a project extension, I clean the house. If it’s a windy day, I water the plants. But if it’s both a windy day and I have a project extension, I usually clean the house. However, if I also have client feedback, I prefer to water the plants instead. I can’t clean the house and water the plants at the same time."
958,":- dynamic .
rule(r1, read_book, []).
rule(r2, prepare_report, []).
rule(p1, prefer(r1, r2), []).
complement(prepare_report, read_book).
complement(read_book, prepare_report).","I can either read a book or prepare a report. Usually, I choose to read a book. I can’t read a book and prepare a report at the same time."
205,":- dynamic birthday_today/0, family_gathering/0, boss_in_office/0, school_reunion/0, financial_aid/0.
rule(r1, visit_doctor, []) :- birthday_today.
rule(r2, explore_city, []) :- family_gathering.
rule(p1, prefer(r1, r2), []) :- birthday_today, family_gathering.
rule(p2, prefer(r2, r1), []) :- birthday_today, family_gathering, boss_in_office.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- school_reunion.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- financial_aid.
rule(c5, prefer(c4, c3), []).
complement(explore_city, visit_doctor).
complement(visit_doctor, explore_city).","If it's my birthday today, I visit the doctor. If there is a family gathering, I explore the city. But if it’s both my birthday and there’s a family gathering, I usually visit the doctor. However, if my boss is in the office, I prefer to explore the city instead. If I have a school reunion, I tend to visit the doctor. But if I have financial aid, I choose to explore the city. I can’t visit the doctor and explore the city at the same time."
87,":- dynamic good_weather/0, family_gathering/0, invitation_from_friend/0, family_emergency/0, subscription_due/0.
rule(r1, clean_house, []) :- good_weather.
rule(r2, buy_groceries, []) :- family_gathering.
rule(p1, prefer(r1, r2), []) :- good_weather, family_gathering.
rule(p2, prefer(r2, r1), []) :- good_weather, family_gathering, invitation_from_friend.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- family_emergency.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- subscription_due.
rule(c5, prefer(c4, c3), []).
complement(buy_groceries, clean_house).
complement(clean_house, buy_groceries).","If the weather is nice, I clean the house. If there is a family gathering, I buy groceries. But if it’s both nice weather and there is a family gathering, I usually choose to clean the house. However, if I also receive an invitation from a friend, I prefer to buy groceries instead. If there is a family emergency, I go back to cleaning the house. But if my subscription is due, I tend to buy groceries. If I have a subscription due and a family emergency, I usually choose to clean the house. I can’t clean the house and buy groceries at the same time."
219,":- dynamic .
rule(r1, update_project_plan, []).
rule(r2, use_subway, []).
rule(p1, prefer(r1, r2), []).
complement(use_subway, update_project_plan).
complement(update_project_plan, use_subway).","I can either update the project plan or use the subway. Usually, I choose to update the project plan. I can’t update the project plan and use the subway at the same time."
29,":- dynamic unexpected_guest/0, snowstorm/0, hot_day/0
rule(r1, make_coffee, []) :- unexpected_guest.
rule(r2, order_taxi, []) :- unexpected_guest.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- snowstorm.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- hot_day.
rule(c3, prefer(c2, c1), []).
complement(order_taxi, make_coffee).
complement(make_coffee, order_taxi).","If I have an unexpected guest, I can either make coffee or order a taxi. Generally, I prefer to make coffee. However, if there’s a snowstorm, I choose to order a taxi instead. On a hot day, I usually go back to making coffee. I can’t make coffee and order a taxi at the same time."
877,":- dynamic concert_nearby/0, discount_on_flight/0, rainy_day/0.
rule(r1, visit_doctor, []) :- concert_nearby.
rule(r2, order_taxi, []) :- discount_on_flight.
rule(p1, prefer(r1, r2), []) :- concert_nearby, discount_on_flight.
rule(p2, prefer(r2, r1), []) :- concert_nearby, discount_on_flight, rainy_day.
rule(c1, prefer(p2, p1), []).
complement(order_taxi, visit_doctor).
complement(visit_doctor, order_taxi).","If there is a concert nearby, I visit the doctor. If there is a discount on a flight, I order a taxi. But if there is both a concert nearby and a discount on a flight, I usually visit the doctor. However, if it’s also a rainy day, I choose to order a taxi instead. I can’t visit the doctor and order a taxi at the same time."
781,":- dynamic afternoon/0, hot_day/0, good_weather/0
rule(r1, drive_car, []) :- afternoon.
rule(r2, finish_report, []) :- afternoon.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- hot_day.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- good_weather.
rule(c3, prefer(c2, c1), []).
complement(finish_report, drive_car).
complement(drive_car, finish_report).","If it's the afternoon, I can either drive my car or finish my report. Usually, I choose to drive my car. However, if it's a hot day, I finish my report instead. If the weather is nice, I go back to driving my car. I can’t finish my report and drive my car at the same time."
738,":- dynamic tax_refund/0.
rule(r1, host_dinner_party, []) :- tax_refund.
rule(r2, update_project_plan, []) :- tax_refund.
rule(p1, prefer(r1, r2), []).
complement(update_project_plan, host_dinner_party).
complement(host_dinner_party, update_project_plan).","If I receive a tax refund, I can either host a dinner party or update the project plan. Generally, I choose to host a dinner party. I can’t host a dinner party and update the project plan at the same time."
769,":- dynamic hot_day/0, morning_rush/0, feeling_sick/0, good_weather/0, birthday_today/0.
rule(r1, review_documents, []) :- hot_day.
rule(r2, book_flight, []) :- morning_rush.
rule(p1, prefer(r1, r2), []) :- hot_day, morning_rush.
rule(p2, prefer(r2, r1), []) :- hot_day, morning_rush, feeling_sick.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- good_weather.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- birthday_today.
rule(c5, prefer(c4, c3), []).
complement(book_flight, review_documents).
complement(review_documents, book_flight).","If it's a hot day, I review documents. If it's the morning rush, I book a flight. But if it’s both a hot day and the morning rush, I usually review documents. However, if I am also feeling sick, I book a flight instead. If the weather is good, I tend to review documents. But if today is my birthday, I usually prefer to book a flight. I can’t review documents and book a flight at the same time."
319,":- dynamic .
rule(r1, ride_bike, []).
rule(r2, evening_walk, []).
rule(p1, prefer(r1, r2), []).
complement(evening_walk, ride_bike).
complement(ride_bike, evening_walk).","I can either ride my bike or take an evening walk. Usually, I choose to ride my bike. I can’t ride my bike and take an evening walk at the same time."
212,":- dynamic financial_aid/0, hail_storm/0, afternoon/0, holiday_season/0.
rule(r1, review_documents, []) :- financial_aid.
rule(r2, join_fitness_class, []) :- hail_storm.
rule(p1, prefer(r1, r2), []) :- financial_aid, hail_storm.
rule(p2, prefer(r2, r1), []) :- financial_aid, hail_storm, afternoon.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- holiday_season.
rule(c3, prefer(c2, c1), []).
complement(join_fitness_class, review_documents).
complement(review_documents, join_fitness_class).","If I have financial aid, I review documents. If there is a hail storm, I join a fitness class. But if it’s both a hail storm and I have financial aid, I usually review documents. However, if it's also afternoon, I prefer to join the fitness class instead. If it's holiday season, I usually review documents. But if I have a choice between reviewing documents and joining a fitness class, I can’t do both at the same time."
225,":- dynamic new_neighbor/0, new_restaurant_to_try/0, holiday_season/0, good_weather/0.
rule(r1, cycle_to_work, []) :- new_neighbor.
rule(r2, reply_emails, []) :- new_restaurant_to_try.
rule(p1, prefer(r1, r2), []) :- new_neighbor, new_restaurant_to_try.
rule(p2, prefer(r2, r1), []) :- new_neighbor, new_restaurant_to_try, holiday_season.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- good_weather.
rule(c3, prefer(c2, c1), []).
complement(reply_emails, cycle_to_work).
complement(cycle_to_work, reply_emails).","If I have a new neighbor, I cycle to work. If I have a new restaurant to try, I reply to emails. But if I have both a new neighbor and a new restaurant to try, I usually choose to cycle to work. However, if it’s also the holiday season, I prefer to reply to emails instead. If the weather is good, I tend to cycle to work. If I have a new restaurant to try, I usually prefer to reply to emails instead. I can’t cycle to work and reply to emails at the same time."
196,":- dynamic important_meeting/0, financial_aid/0, moving_house/0
rule(r1, explore_city, []) :- important_meeting.
rule(r2, go_to_park, []) :- important_meeting.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- financial_aid.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- moving_house.
rule(c3, prefer(c2, c1), []).
complement(go_to_park, explore_city).
complement(explore_city, go_to_park).","If there is an important meeting, I can either explore the city or go to the park. Usually, I choose to explore the city. However, if I have financial aid, I go to the park instead. If I’m moving house, I prefer to explore the city again. I can’t go to the park and explore the city at the same time."
409,":- dynamic team_project_due/0, school_reunion/0, tax_refund/0
rule(r1, visit_museum, []) :- team_project_due.
rule(r2, go_to_restaurant, []) :- team_project_due.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- school_reunion.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- tax_refund.
rule(c3, prefer(c2, c1), []).
complement(go_to_restaurant, visit_museum).
complement(visit_museum, go_to_restaurant).","If there is a team project due, I can either visit a museum or go to a restaurant. Usually, I choose to visit the museum. However, if there is a school reunion, I go to the restaurant instead. If I receive a tax refund, I go back to visiting the museum. I can’t go to the restaurant and visit the museum at the same time."
352,":- dynamic moving_house/0, holiday_season/0
rule(r1, go_gym, []) :- moving_house.
rule(r2, submit_timesheet, []) :- moving_house.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- holiday_season.
rule(c1, prefer(p2, p1), []).
complement(submit_timesheet, go_gym).
complement(go_gym, submit_timesheet).","If I am moving house, I can either go to the gym or submit my timesheet. Generally, I choose to go to the gym. However, during the holiday season, I submit my timesheet instead. I can’t go to the gym and submit my timesheet at the same time."
415,":- dynamic boss_in_office/0, lunch_time/0, medical_appointment/0.
rule(r1, host_dinner_party, []) :- boss_in_office.
rule(r2, attend_concert, []) :- lunch_time.
rule(p1, prefer(r1, r2), []) :- boss_in_office, lunch_time.
rule(p2, prefer(r2, r1), []) :- boss_in_office, lunch_time, medical_appointment.
rule(c1, prefer(p2, p1), []).
complement(attend_concert, host_dinner_party).
complement(host_dinner_party, attend_concert).","If my boss is in the office, I host a dinner party. If it's lunchtime, I attend a concert. But if my boss is in the office and it's lunchtime, I usually host a dinner party. However, if I also have a medical appointment, I attend the concert instead. I can’t host a dinner party and attend a concert at the same time."
176,":- dynamic , new_neighbor/0, tax_refund/0
rule(r1, use_subway, []).
rule(r2, reply_emails, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- new_neighbor.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- tax_refund.
rule(c3, prefer(c2, c1), []).
complement(reply_emails, use_subway).
complement(use_subway, reply_emails).","I can either use the subway or reply to emails. Usually, I prefer to use the subway. But if I have a new neighbor, I choose to reply to emails instead. If I get a tax refund, I tend to use the subway. I can’t use the subway and reply to emails at the same time."
193,":- dynamic extended_work_hours/0, early_morning/0, moving_house/0, invitation_from_friend/0, afternoon/0.
rule(r1, water_plants, []) :- extended_work_hours.
rule(r2, rent_car, []) :- early_morning.
rule(p1, prefer(r1, r2), []) :- extended_work_hours, early_morning.
rule(p2, prefer(r2, r1), []) :- extended_work_hours, early_morning, moving_house.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- invitation_from_friend.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- afternoon.
rule(c5, prefer(c4, c3), []).
complement(rent_car, water_plants).
complement(water_plants, rent_car).","If I have extended work hours, I water the plants. If it’s early morning, I rent a car. But if it’s both early morning and I have extended work hours, I usually water the plants. If I am also moving house, I rent a car instead. However, if I receive an invitation from a friend, I tend to water the plants. If it’s afternoon, I usually prefer to rent a car. If I have a new restaurant to try, I prefer to water the plants. I can’t water the plants and rent a car at the same time."
20,":- dynamic unexpected_expense/0, low_budget/0, hail_storm/0
rule(r1, host_dinner_party, []) :- unexpected_expense.
rule(r2, evening_walk, []) :- unexpected_expense.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- low_budget.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- hail_storm.
rule(c3, prefer(c2, c1), []).
complement(evening_walk, host_dinner_party).
complement(host_dinner_party, evening_walk).","If I have an unexpected expense, I can either host a dinner party or go for an evening walk. Generally, I choose to host a dinner party. However, if my budget is low, I go for an evening walk instead. If there’s a hail storm, I host the dinner party again. I can’t host a dinner party and go for an evening walk at the same time."
794,":- dynamic project_extension/0.
rule(r1, prepare_report, []) :- project_extension.
rule(r2, attend_concert, []) :- project_extension.
rule(p1, prefer(r1, r2), []).
complement(attend_concert, prepare_report).
complement(prepare_report, attend_concert).","If I have a project extension, I can either prepare a report or attend a concert. Generally, I choose to prepare the report. I can’t prepare the report and attend the concert at the same time."
324,":- dynamic new_neighbor/0, client_feedback/0, medical_appointment/0, deadline_missed/0.
rule(r1, clean_house, []) :- new_neighbor.
rule(r2, attend_concert, []) :- client_feedback.
rule(p1, prefer(r1, r2), []) :- new_neighbor, client_feedback.
rule(p2, prefer(r2, r1), []) :- new_neighbor, client_feedback, medical_appointment.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- deadline_missed.
rule(c3, prefer(c2, c1), []).
complement(attend_concert, clean_house).
complement(clean_house, attend_concert).","If I have a new neighbor, I clean the house. If I receive client feedback, I attend a concert. But if I have both a new neighbor and client feedback, I usually clean the house. However, if I also have a medical appointment, I attend the concert instead. If I miss a deadline, I prefer to clean the house. I can’t clean the house and attend a concert at the same time."
479,":- dynamic morning_rush/0
rule(r1, take_train, []).
rule(r2, explore_city, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- morning_rush.
rule(c1, prefer(p2, p1), []).
complement(explore_city, take_train).
complement(take_train, explore_city).","I can either take the train or explore the city. Usually, I prefer to take the train. However, if it's during the morning rush, I choose to explore the city instead. I can’t take the train and explore the city at the same time."
141,":- dynamic team_project_due/0, extended_work_hours/0
rule(r1, go_to_park, []) :- team_project_due.
rule(r2, order_taxi, []) :- team_project_due.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- extended_work_hours.
rule(c1, prefer(p2, p1), []).
complement(order_taxi, go_to_park).
complement(go_to_park, order_taxi).","If there is a team project due, I can either go to the park or order a taxi. Usually, I choose to go to the park. However, if I have extended work hours, I order a taxi instead. I can’t go to the park and order a taxi at the same time."
876,":- dynamic financial_aid/0, good_investment/0, job_interview/0, holiday_season/0, lunch_time/0.
rule(r1, buy_groceries, []) :- financial_aid.
rule(r2, water_plants, []) :- good_investment.
rule(p1, prefer(r1, r2), []) :- financial_aid, good_investment.
rule(p2, prefer(r2, r1), []) :- financial_aid, good_investment, job_interview.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- holiday_season.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- lunch_time.
rule(c5, prefer(c4, c3), []).
complement(water_plants, buy_groceries).
complement(buy_groceries, water_plants).","If I receive financial aid, I buy groceries. If I have a good investment, I water the plants. But if I have both financial aid and a good investment, I usually buy groceries. However, if I also have a job interview, I prefer to water the plants instead. If it’s the holiday season, I usually go back to buying groceries. But if it’s lunchtime, I prefer to water the plants. I can’t buy groceries and water the plants at the same time."
223,":- dynamic .
rule(r1, do_laundry, []).
rule(r2, organize_workspace, []).
rule(p1, prefer(r1, r2), []).
complement(organize_workspace, do_laundry).
complement(do_laundry, organize_workspace).","I can either do the laundry or organize my workspace. Usually, I choose to do the laundry. I can’t do the laundry and organize my workspace at the same time."
882,":- dynamic wedding_anniversary/0
rule(r1, drive_car, []).
rule(r2, review_documents, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- wedding_anniversary.
rule(c1, prefer(p2, p1), []).
complement(review_documents, drive_car).
complement(drive_car, review_documents).","I can either drive the car or review documents. Usually, I prefer to drive the car. However, if it’s my wedding anniversary, I choose to review the documents instead. I can’t drive the car and review documents at the same time."
519,":- dynamic concert_nearby/0, job_interview/0
rule(r1, swim_session, []) :- concert_nearby.
rule(r2, book_flight, []) :- concert_nearby.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- job_interview.
rule(c1, prefer(p2, p1), []).
complement(book_flight, swim_session).
complement(swim_session, book_flight).","If there is a concert nearby, I can either have a swim session or book a flight. Generally, I choose to have a swim session. However, if I have a job interview, I book a flight instead. I can’t have a swim session and book a flight at the same time."
